# Target Sample Rate: 400 Hz
# Max Device Sample Rate: 400 Hz
# Recording started at: 2026-02-07 14:17:25.451
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
2.239331,-0.810,1.191,-0.352,1.483
2.242039,-0.857,1.263,-0.305,1.556
2.244515,-0.888,1.317,-0.255,1.609
2.246971,-0.901,1.353,-0.202,1.638
2.249492,-0.898,1.370,-0.145,1.645
2.254702,-0.880,1.375,-0.089,1.634
2.254912,-0.849,1.364,-0.033,1.607
2.257057,-0.807,1.342,0.017,1.567
2.259610,-0.752,1.308,0.059,1.510
2.261983,-0.693,1.271,0.098,1.451
2.264765,-0.632,1.229,0.126,1.388
2.271204,-0.564,1.186,0.150,1.322
2.271275,-0.497,1.144,0.164,1.258
2.272274,-0.435,1.106,0.168,1.201
2.274535,-0.380,1.077,0.162,1.154
2.277048,-0.331,1.058,0.149,1.119
2.279796,-0.287,1.046,0.129,1.093
2.282290,-0.256,1.042,0.105,1.078
2.288390,-0.231,1.049,0.077,1.076
2.288500,-0.214,1.063,0.047,1.086
2.289824,-0.205,1.085,0.011,1.104
2.292548,-0.200,1.108,-0.015,1.126
2.294637,-0.199,1.135,-0.042,1.153
2.297273,-0.202,1.163,-0.059,1.181
2.305368,-0.203,1.189,-0.071,1.208
2.312540,-0.204,1.214,-0.077,1.233
2.312830,-0.207,1.233,-0.079,1.253
2.312882,-0.205,1.246,-0.077,1.265
2.315549,-0.183,1.241,-0.060,1.256
2.323454,-0.177,1.229,-0.057,1.242
2.336587,-0.115,1.148,-0.034,1.154
2.345466,-0.083,1.025,-0.046,1.030
2.361612,-0.053,0.890,-0.115,0.899
2.368247,0.182,0.688,-0.190,0.737
2.368620,0.258,0.641,-0.192,0.717
2.376461,0.332,0.589,-0.193,0.703
2.385095,0.581,0.472,-0.144,0.762
2.394889,0.762,0.437,-0.010,0.879
2.398127,0.781,0.505,0.297,0.977
2.406294,0.762,0.502,0.368,0.984
2.409023,0.732,0.415,0.559,1.010
2.413509,0.758,0.279,0.653,1.038
2.415902,0.792,0.191,0.686,1.065
2.423478,0.834,0.087,0.706,1.096
2.428307,1.131,-0.370,0.653,1.357
2.430919,1.226,-0.468,0.608,1.447
2.441315,1.326,-0.554,0.560,1.542
2.445992,1.852,-0.737,0.289,2.014
2.448537,1.965,-0.734,0.244,2.111
2.455647,2.083,-0.730,0.198,2.216
2.458376,2.444,-0.727,0.059,2.551
2.460934,2.567,-0.730,0.006,2.669
2.463527,2.689,-0.736,-0.043,2.788
2.466202,2.811,-0.740,-0.096,2.908
2.471553,2.929,-0.744,-0.154,3.026
2.471623,3.046,-0.746,-0.214,3.143
2.473515,3.160,-0.744,-0.276,3.258
2.476094,3.271,-0.733,-0.339,3.369
2.478602,3.379,-0.717,-0.402,3.478
2.481334,3.484,-0.693,-0.470,3.583
2.488300,3.584,-0.660,-0.537,3.684
2.491146,3.844,-0.490,-0.725,3.942
2.493745,3.914,-0.405,-0.776,4.011
2.496175,3.972,-0.304,-0.819,4.067
2.498801,4.016,-0.192,-0.860,4.112
2.504973,4.052,-0.078,-0.897,4.151
2.505044,4.070,0.045,-0.927,4.174
2.506510,4.071,0.182,-0.950,4.184
2.508913,4.060,0.331,-0.964,4.186
2.514366,4.029,0.491,-0.975,4.174
2.514441,3.980,0.659,-0.969,4.149
2.522504,3.911,0.835,-0.953,4.111
2.526874,3.381,1.425,-0.626,3.722
2.529192,3.200,1.555,-0.512,3.595
2.531957,3.006,1.663,-0.386,3.457
2.538871,2.794,1.748,-0.253,3.306
2.541734,2.099,1.860,0.124,2.807
2.544424,1.861,1.843,0.236,2.630
2.546790,1.627,1.804,0.338,2.453
2.549294,1.405,1.746,0.432,2.283
2.555033,1.203,1.671,0.518,2.123
2.555303,1.021,1.589,0.599,1.981
2.556906,0.858,1.491,0.669,1.845
2.559256,0.716,1.370,0.735,1.712
2.561912,0.595,1.233,0.793,1.582
2.564808,0.489,1.071,0.852,1.453
2.571877,0.403,0.887,0.905,1.330
2.574475,0.310,0.245,1.069,1.140
2.577080,0.336,0.024,1.116,1.166
2.579563,0.392,-0.187,1.164,1.242
2.582521,0.475,-0.394,1.211,1.359
2.588611,0.587,-0.595,1.252,1.506
2.588872,0.707,-0.789,1.288,1.667
2.589752,0.838,-0.976,1.315,1.839
2.592312,0.969,-1.158,1.335,2.015
2.594739,1.101,-1.330,1.347,2.190
2.597231,1.229,-1.497,1.347,2.359
2.600105,1.350,-1.662,1.341,2.526
2.605795,1.462,-1.829,1.332,2.694
2.606084,1.566,-1.994,1.312,2.855
2.607370,1.657,-2.152,1.282,3.003
2.609730,1.734,-2.302,1.247,3.140
2.612227,1.805,-2.444,1.208,3.270
2.614815,1.860,-2.574,1.161,3.382
2.621978,1.909,-2.689,1.111,3.480
2.624966,1.990,-2.933,0.933,3.666
2.627371,1.999,-2.969,0.866,3.682
2.629861,2.008,-2.977,0.799,3.679
2.632732,2.015,-2.959,0.731,3.654
2.638384,2.018,-2.923,0.659,3.612
2.638658,2.019,-2.865,0.588,3.554
2.640049,2.018,-2.786,0.521,3.480
2.642616,2.009,-2.684,0.451,3.383
2.645240,1.996,-2.563,0.382,3.270
2.647682,1.980,-2.434,0.313,3.153
2.650402,1.959,-2.315,0.252,3.043
2.655665,1.933,-2.204,0.200,2.938
2.655931,1.908,-2.110,0.155,2.849
2.657714,1.877,-2.025,0.116,2.764
2.660136,1.843,-1.942,0.076,2.678
2.662747,1.801,-1.864,0.044,2.592
2.665446,1.757,-1.795,0.021,2.512
2.671673,1.707,-1.737,-0.000,2.435
2.671949,1.654,-1.691,-0.014,2.365
2.672913,1.594,-1.649,-0.018,2.293
2.675137,1.532,-1.609,-0.016,2.222
2.677800,1.465,-1.574,-0.008,2.150
2.680333,1.392,-1.534,0.004,2.071
2.683441,1.317,-1.497,0.024,1.994
2.689212,1.236,-1.465,0.051,1.918
2.689326,1.152,-1.432,0.085,1.840
2.691130,1.069,-1.397,0.122,1.763
2.692763,0.983,-1.356,0.165,1.682
2.695149,0.897,-1.317,0.208,1.608
2.697594,0.810,-1.280,0.262,1.537
2.707841,0.727,-1.247,0.315,1.477
2.710596,0.410,-1.095,0.526,1.282
2.713011,0.343,-1.043,0.571,1.237
2.715501,0.276,-0.992,0.610,1.197
2.722758,0.210,-0.938,0.644,1.157
2.723037,0.150,-0.884,0.667,1.117
2.723296,0.090,-0.837,0.682,1.084
2.725768,0.036,-0.797,0.695,1.058
2.728223,-0.017,-0.763,0.701,1.036
2.730582,-0.065,-0.731,0.702,1.016
2.733515,-0.109,-0.704,0.697,0.997
2.739103,-0.149,-0.676,0.690,0.977
2.739385,-0.185,-0.656,0.674,0.958
2.740901,-0.223,-0.640,0.658,0.945
2.743417,-0.256,-0.626,0.637,0.929
2.745968,-0.286,-0.613,0.610,0.911
2.748504,-0.317,-0.603,0.581,0.895
2.755228,-0.348,-0.595,0.550,0.882
2.755512,-0.375,-0.584,0.513,0.863
2.755930,-0.395,-0.566,0.479,0.840
2.758402,-0.409,-0.542,0.441,0.809
2.760895,-0.425,-0.517,0.399,0.779
2.763568,-0.436,-0.497,0.357,0.751
2.766189,-0.449,-0.476,0.313,0.725
2.771907,-0.462,-0.448,0.264,0.696
2.772223,-0.467,-0.414,0.217,0.661
2.773445,-0.472,-0.379,0.169,0.628
2.775850,-0.480,-0.349,0.118,0.605
2.778386,-0.495,-0.327,0.072,0.597
2.781055,-0.514,-0.309,0.024,0.600
2.788647,-0.535,-0.294,-0.024,0.611
2.791146,-0.629,-0.265,-0.169,0.703
2.793655,-0.669,-0.257,-0.219,0.749
2.796176,-0.711,-0.251,-0.272,0.802
2.798958,-0.756,-0.239,-0.321,0.855
2.805213,-0.807,-0.224,-0.372,0.917
2.805517,-0.860,-0.204,-0.421,0.979
2.806391,-0.918,-0.186,-0.467,1.047
2.809055,-0.975,-0.172,-0.514,1.116
2.811394,-1.040,-0.170,-0.553,1.191
2.813853,-1.103,-0.172,-0.593,1.264
2.816843,-1.165,-0.171,-0.632,1.336
2.822142,-1.223,-0.172,-0.667,1.403
2.822456,-1.277,-0.179,-0.695,1.465
2.823995,-1.328,-0.193,-0.722,1.524
2.826447,-1.374,-0.214,-0.736,1.573
2.829025,-1.414,-0.243,-0.744,1.616
2.831579,-1.447,-0.276,-0.748,1.652
2.838608,-1.471,-0.312,-0.746,1.678
2.838916,-1.484,-0.351,-0.736,1.693
2.839186,-1.477,-0.388,-0.720,1.689
2.841693,-1.459,-0.420,-0.693,1.669
2.844279,-1.424,-0.447,-0.660,1.632
2.846647,-1.379,-0.466,-0.619,1.582
2.849308,-1.323,-0.472,-0.572,1.516
2.855037,-1.259,-0.463,-0.520,1.439
2.855316,-1.187,-0.436,-0.460,1.346
2.856671,-1.116,-0.394,-0.397,1.248
2.859118,-1.047,-0.337,-0.334,1.149
2.861881,-0.985,-0.271,-0.282,1.060
2.864463,-0.935,-0.205,-0.242,0.987
2.867025,-0.902,-0.146,-0.218,0.939
2.872291,-0.881,-0.103,-0.212,0.912
2.872618,-0.866,-0.076,-0.227,0.898
2.874224,-0.844,-0.069,-0.261,0.887
2.876832,-0.813,-0.072,-0.312,0.874
2.879160,-0.760,-0.084,-0.379,0.853
2.882093,-0.685,-0.103,-0.451,0.826
2.888878,-0.583,-0.116,-0.522,0.792
2.891883,-0.173,-0.075,-0.679,0.705
2.894289,-0.025,-0.049,-0.689,0.692
2.897100,0.120,-0.013,-0.678,0.688
2.899537,0.253,0.031,-0.646,0.694
2.905402,0.376,0.076,-0.594,0.707
2.905701,0.478,0.121,-0.520,0.716
2.907055,0.554,0.165,-0.434,0.723
2.909548,0.609,0.212,-0.334,0.726
2.912023,0.633,0.260,-0.225,0.721
2.914620,0.637,0.307,-0.112,0.716
2.918094,0.620,0.352,0.005,0.713
2.923417,0.580,0.398,0.121,0.713
2.923739,0.524,0.441,0.238,0.726
2.924880,0.455,0.483,0.345,0.748
2.927393,0.368,0.518,0.441,0.773
2.929773,0.268,0.558,0.522,0.810
2.932666,0.159,0.596,0.580,0.847
2.946541,0.043,0.627,0.624,0.885
2.949595,-0.682,0.523,0.638,1.071
2.960576,-0.780,0.455,0.619,1.095
2.965538,-1.149,0.026,0.494,1.251
2.974941,-1.212,-0.073,0.452,1.295
2.977438,-1.475,-0.421,0.174,1.544
2.982515,-1.628,-0.460,-0.041,1.692
2.990139,-1.702,-0.418,-0.161,1.760
2.992710,-1.890,-0.022,-0.569,1.974
2.997654,-1.983,0.441,-0.850,2.202
3.000335,-2.011,0.714,-0.984,2.350
3.006526,-2.024,1.010,-1.097,2.514
3.010246,-1.895,1.944,-1.293,3.006
3.012713,-1.791,2.222,-1.293,3.133
3.015131,-1.659,2.457,-1.246,3.216
3.022796,-1.505,2.633,-1.155,3.245
3.025456,-1.005,2.768,-0.606,3.007
3.027858,-0.862,2.721,-0.392,2.881
3.030267,-0.731,2.653,-0.189,2.759
3.033076,-0.608,2.564,-0.011,2.635
3.039140,-0.477,2.448,0.142,2.498
3.039435,-0.317,2.294,0.266,2.331
3.040475,-0.080,2.080,0.371,2.114
3.042984,0.240,1.803,0.469,1.879
3.045543,0.525,1.523,0.553,1.703
3.048256,0.686,1.279,0.601,1.571
3.056643,0.720,1.080,0.616,1.436
3.060515,0.087,0.507,0.480,0.703
3.063093,-0.166,0.418,0.411,0.609
3.065840,-0.425,0.360,0.334,0.649
3.074417,-0.683,0.325,0.252,0.798
3.078110,-1.576,0.529,-0.058,1.664
3.080593,-1.752,0.655,-0.132,1.875
3.089730,-1.907,0.796,-0.201,2.077
3.093301,-2.294,1.319,-0.399,2.676
3.095713,-2.328,1.406,-0.431,2.754
3.098434,-2.337,1.463,-0.454,2.794
3.106135,-2.316,1.493,-0.474,2.796
3.110713,-1.927,1.341,-0.534,2.407
3.113150,-1.756,1.254,-0.549,2.227
3.115683,-1.556,1.154,-0.560,2.016
3.121842,-1.333,1.041,-0.567,1.784
3.125884,-0.579,0.663,-0.569,1.049
3.128272,-0.326,0.522,-0.571,0.839
3.130738,-0.091,0.377,-0.565,0.685
3.138139,0.122,0.234,-0.560,0.619
3.140958,0.547,-0.109,-0.528,0.768
3.143622,0.617,-0.175,-0.510,0.819
3.146008,0.655,-0.215,-0.484,0.842
3.148992,0.642,-0.199,-0.462,0.815
3.154721,0.571,-0.124,-0.447,0.736
3.154808,0.452,0.009,-0.429,0.623
3.156140,0.286,0.195,-0.410,0.536
3.158503,0.085,0.419,-0.392,0.580
3.161102,-0.133,0.661,-0.370,0.769
3.163697,-0.356,0.914,-0.343,1.039
3.166734,-0.580,1.150,-0.304,1.324
3.171609,-0.789,1.358,-0.254,1.591
3.171704,-0.973,1.527,-0.190,1.821
3.173807,-1.131,1.655,-0.110,2.007
3.176145,-1.260,1.737,-0.024,2.146
3.178579,-1.365,1.771,0.073,2.237
3.181372,-1.447,1.769,0.174,2.292
3.189123,-1.505,1.728,0.277,2.308
3.193708,-1.528,1.282,0.635,2.094
3.196240,-1.497,1.105,0.707,1.991
3.198914,-1.454,0.916,0.767,1.882
3.206506,-1.400,0.708,0.814,1.768
3.211525,-1.151,-0.111,0.850,1.435
3.213866,-1.087,-0.284,0.816,1.389
3.217963,-1.022,-0.435,0.765,1.349
3.223303,-0.963,-0.564,0.705,1.319
3.226365,-0.819,-0.802,0.465,1.236
3.228839,-0.788,-0.834,0.380,1.208
3.231444,-0.764,-0.845,0.302,1.179
3.239381,-0.752,-0.835,0.227,1.146
3.241866,-0.746,-0.668,0.044,1.003
3.244534,-0.756,-0.573,-0.003,0.948
3.246957,-0.765,-0.459,-0.040,0.893
3.249708,-0.781,-0.330,-0.068,0.851
3.256328,-0.797,-0.191,-0.091,0.825
3.256684,-0.812,-0.043,-0.107,0.820
3.257125,-0.829,0.106,-0.122,0.845
3.259426,-0.849,0.254,-0.132,0.896
3.262473,-0.868,0.396,-0.141,0.964
3.269013,-0.884,0.527,-0.152,1.040
3.269385,-0.896,0.646,-0.160,1.117
3.270009,-0.908,0.751,-0.171,1.191
3.277395,-0.917,0.844,-0.177,1.259
3.282117,-0.938,1.031,-0.203,1.408
3.292023,-0.943,1.033,-0.208,1.414
3.294732,-0.959,0.910,-0.201,1.338
3.297176,-0.965,0.856,-0.193,1.304
3.299864,-0.972,0.793,-0.187,1.269
3.307582,-0.980,0.727,-0.176,1.233
3.310069,-0.996,0.531,-0.150,1.138
3.312605,-1.003,0.471,-0.141,1.117
3.323363,-1.022,0.374,-0.133,1.097
3.326310,-1.058,0.297,-0.115,1.105
3.330266,-1.095,0.289,-0.116,1.138
3.332675,-1.119,0.291,-0.117,1.162
3.340255,-1.144,0.304,-0.121,1.190
3.345794,-1.218,0.387,-0.131,1.285
3.345997,-1.238,0.428,-0.135,1.317
3.347700,-1.255,0.468,-0.137,1.347
3.353492,-1.271,0.509,-0.139,1.377
3.359230,-1.283,0.547,-0.142,1.402
3.362608,-1.294,0.703,-0.186,1.484
3.364994,-1.289,0.736,-0.199,1.498
3.376727,-1.279,0.769,-0.212,1.507
3.379998,-1.160,0.846,-0.251,1.457
3.382692,-1.131,0.855,-0.257,1.441
3.392477,-1.105,0.857,-0.263,1.423
3.396378,-1.035,0.815,-0.311,1.354
3.397886,-1.025,0.792,-0.328,1.337
3.401842,-1.021,0.771,-0.352,1.327
3.408516,-1.019,0.750,-0.377,1.320
3.412971,-1.020,0.711,-0.494,1.338
3.415423,-1.019,0.716,-0.520,1.350
3.426057,-1.012,0.725,-0.547,1.359
3.428306,-0.939,0.785,-0.618,1.371
3.436323,-0.867,0.838,-0.639,1.364
3.441699,-0.780,0.895,-0.647,1.353
3.442058,-0.737,0.922,-0.651,1.348
3.445719,-0.643,0.987,-0.651,1.346
3.448151,-0.595,1.026,-0.645,1.350
3.457510,-0.545,1.071,-0.637,1.360
3.461524,-0.380,1.222,-0.567,1.400
3.463761,-0.356,1.252,-0.554,1.415
3.466141,-0.339,1.285,-0.538,1.434
3.474268,-0.315,1.320,-0.517,1.453
3.478331,-0.239,1.394,-0.415,1.474
3.480736,-0.235,1.383,-0.402,1.460
3.490074,-0.228,1.364,-0.388,1.437
3.493382,-0.142,1.194,-0.322,1.245
3.495908,-0.125,1.128,-0.308,1.176
3.498466,-0.117,1.067,-0.304,1.115
3.506184,-0.112,1.012,-0.300,1.061
3.508704,-0.083,0.870,-0.259,0.911
3.513592,-0.078,0.760,-0.233,0.799
3.516147,-0.074,0.717,-0.224,0.755
3.522340,-0.053,0.671,-0.205,0.703
3.526368,0.052,0.504,-0.135,0.525
3.528665,0.085,0.455,-0.117,0.478
3.531176,0.108,0.421,-0.105,0.447
3.538385,0.131,0.388,-0.087,0.419
3.541381,0.201,0.194,-0.016,0.280
3.543870,0.220,0.106,0.013,0.244
3.546379,0.244,0.002,0.046,0.249
3.548981,0.274,-0.117,0.079,0.308
3.554995,0.308,-0.248,0.113,0.411
3.555080,0.352,-0.387,0.149,0.544
3.556770,0.403,-0.532,0.184,0.692
3.558876,0.459,-0.684,0.213,0.851
3.561516,0.520,-0.835,0.243,1.013
3.564126,0.585,-0.974,0.275,1.169
3.566607,0.651,-1.099,0.307,1.314
3.571763,0.719,-1.200,0.341,1.440
3.571853,0.787,-1.276,0.375,1.545
3.573955,0.854,-1.325,0.419,1.631
3.576630,0.927,-1.350,0.464,1.702
3.578971,1.003,-1.350,0.507,1.757
3.581717,1.080,-1.331,0.554,1.801
3.589728,1.163,-1.298,0.598,1.842
3.594366,1.531,-1.078,0.721,2.006
3.596940,1.634,-1.026,0.734,2.064
3.599506,1.738,-0.989,0.742,2.133
3.606425,1.848,-0.963,0.746,2.213
3.609398,2.186,-0.966,0.729,2.499
3.611936,2.304,-0.983,0.708,2.602
3.614461,2.423,-1.006,0.679,2.710
3.617050,2.539,-1.037,0.647,2.818
3.623191,2.657,-1.072,0.616,2.931
3.623512,2.771,-1.112,0.581,3.042
3.624807,2.882,-1.146,0.540,3.148
3.627285,2.989,-1.182,0.497,3.252
3.629809,3.089,-1.216,0.458,3.351
3.632429,3.187,-1.248,0.419,3.448
3.639535,3.280,-1.282,0.382,3.543
3.642426,3.525,-1.391,0.276,3.800
3.645004,3.591,-1.427,0.241,3.872
3.647297,3.650,-1.460,0.210,3.937
3.649864,3.697,-1.488,0.178,3.989
3.656137,3.735,-1.508,0.152,4.031
3.656478,3.762,-1.522,0.124,4.060
3.657425,3.780,-1.518,0.100,4.075
3.659857,3.783,-1.503,0.072,4.071
3.662475,3.778,-1.467,0.047,4.053
3.665239,3.760,-1.404,0.026,4.014
3.672884,3.729,-1.319,0.008,3.955
3.677639,3.483,-0.780,-0.021,3.569
3.680028,3.390,-0.602,-0.012,3.443
3.682722,3.286,-0.409,0.002,3.311
3.689539,3.164,-0.218,0.029,3.172
3.692679,2.659,0.176,0.210,2.673
3.695067,2.462,0.272,0.285,2.494
3.697617,2.259,0.354,0.359,2.314
3.700490,2.051,0.419,0.435,2.138
3.706977,1.844,0.453,0.515,1.968
3.707309,1.640,0.467,0.597,1.807
3.707924,1.442,0.462,0.680,1.660
3.710247,1.258,0.447,0.758,1.536
3.712875,1.093,0.434,0.834,1.442
3.715295,0.950,0.417,0.899,1.373
3.724633,0.830,0.389,0.963,1.330
3.727948,0.582,0.243,1.148,1.310
3.730225,0.579,0.202,1.181,1.330
3.732737,0.598,0.157,1.207,1.356
3.744467,0.640,0.104,1.228,1.388
3.747674,1.097,-0.357,1.279,1.722
3.757744,1.202,-0.495,1.276,1.821
3.760627,1.536,-1.219,1.252,2.326
3.763172,1.591,-1.427,1.249,2.475
3.765759,1.634,-1.636,1.245,2.626
3.774119,1.664,-1.837,1.242,2.772
3.778299,1.710,-2.574,1.230,3.326
3.780957,1.706,-2.712,1.224,3.430
3.783367,1.697,-2.828,1.221,3.517
3.790498,1.688,-2.912,1.217,3.579
3.793320,1.669,-2.942,1.182,3.583
3.795819,1.662,-2.881,1.161,3.523
3.798300,1.665,-2.792,1.139,3.445
3.806962,1.671,-2.681,1.115,3.350
3.811015,1.702,-2.111,1.015,2.895
3.813449,1.705,-1.970,0.992,2.788
3.816032,1.705,-1.842,0.970,2.691
3.823477,1.702,-1.726,0.948,2.603
3.826198,1.654,-1.460,0.909,2.386
3.828851,1.626,-1.403,0.901,2.329
3.831195,1.589,-1.364,0.898,2.279
3.840014,1.546,-1.333,0.902,2.232
3.843820,1.336,-1.348,0.950,2.122
3.846227,1.275,-1.369,0.969,2.107
3.848843,1.213,-1.391,0.990,2.094
3.856503,1.150,-1.409,1.011,2.081
3.861301,0.888,-1.444,1.111,2.026
3.863970,0.824,-1.437,1.134,2.008
3.866636,0.761,-1.426,1.152,1.985
3.873202,0.693,-1.409,1.166,1.955
3.876519,0.501,-1.339,1.195,1.863
3.879026,0.438,-1.318,1.197,1.834
3.881588,0.376,-1.289,1.190,1.795
3.890183,0.314,-1.257,1.181,1.753
3.894029,0.095,-1.134,1.106,1.587
3.896606,0.045,-1.100,1.080,1.542
3.899115,-0.002,-1.066,1.045,1.493
3.907174,-0.050,-1.025,1.006,1.437
3.911723,-0.229,-0.876,0.834,1.231
3.914008,-0.274,-0.852,0.787,1.191
3.923500,-0.315,-0.829,0.738,1.154
3.926652,-0.479,-0.764,0.540,1.051
3.929255,-0.516,-0.746,0.489,1.031
3.932182,-0.553,-0.733,0.440,1.019
3.940078,-0.590,-0.719,0.392,1.009
3.944368,-0.728,-0.688,0.208,1.023
3.946719,-0.756,-0.684,0.164,1.033
3.949238,-0.787,-0.679,0.122,1.046
3.956782,-0.820,-0.675,0.077,1.065
3.959272,-0.922,-0.663,-0.057,1.137
3.961899,-0.953,-0.657,-0.103,1.162
3.964513,-0.983,-0.650,-0.152,1.188
3.973401,-1.010,-0.647,-0.206,1.217
3.977017,-1.096,-0.698,-0.432,1.369
3.979624,-1.112,-0.719,-0.491,1.412
3.982212,-1.129,-0.746,-0.543,1.458
3.990051,-1.147,-0.777,-0.592,1.506
3.994509,-1.186,-0.925,-0.703,1.660
3.997057,-1.185,-0.965,-0.713,1.686
3.999587,-1.179,-0.990,-0.718,1.699
4.006910,-1.158,-0.999,-0.718,1.689
4.009725,-1.045,-0.984,-0.704,1.598
4.012351,-0.999,-0.958,-0.687,1.545
4.014724,-0.944,-0.896,-0.669,1.464
4.024142,-0.888,-0.806,-0.644,1.361
4.027634,-0.615,-0.316,-0.533,0.873
4.030138,-0.522,-0.216,-0.515,0.764
4.032838,-0.414,-0.139,-0.500,0.664
4.041353,-0.288,-0.095,-0.491,0.577
4.048970,0.119,-0.154,-0.482,0.520
4.058352,0.469,-0.397,-0.485,0.783
4.062723,0.423,-0.321,-0.341,0.632
4.065398,0.369,-0.198,-0.277,0.502
4.075293,0.300,-0.032,-0.201,0.362
4.077944,-0.016,0.876,0.088,0.881
4.080522,-0.101,1.111,0.152,1.125
4.083285,-0.191,1.324,0.209,1.354
4.091884,-0.288,1.502,0.263,1.551
4.095487,-0.646,1.738,0.357,1.888
4.097961,-0.729,1.672,0.336,1.855
4.108626,-0.812,1.568,0.298,1.790
4.113165,-1.333,0.974,-0.177,1.661
4.115788,-1.439,0.904,-0.308,1.727
4.125374,-1.542,0.854,-0.449,1.819
4.128375,-1.927,0.940,-1.144,2.430
4.130921,-1.993,1.063,-1.355,2.633
4.133520,-2.035,1.229,-1.559,2.843
4.142186,-2.053,1.415,-1.749,3.046
4.145953,-1.765,1.963,-1.980,3.300
4.148455,-1.602,1.999,-1.824,3.145
4.158873,-1.416,1.985,-1.584,2.908
4.163599,-0.632,1.351,-0.167,1.501
4.166096,-0.454,1.177,0.061,1.263
4.175464,-0.255,1.029,0.271,1.094
4.178647,0.244,0.924,0.906,1.317
4.181208,0.242,1.003,0.996,1.434
4.192502,0.182,1.118,1.060,1.552
4.196295,-0.963,1.834,0.953,2.280
4.198732,-1.237,1.941,0.878,2.464
4.209313,-1.498,2.032,0.794,2.647
4.214022,-2.443,2.308,0.287,3.373
4.216482,-2.549,2.319,0.170,3.450
4.225860,-2.625,2.319,0.053,3.503
4.229039,-2.635,2.100,-0.478,3.403
4.231735,-2.555,1.967,-0.621,3.284
4.242476,-2.444,1.804,-0.771,3.134
4.246672,-1.522,0.804,-1.454,2.253
4.249179,-1.289,0.621,-1.550,2.109
4.258988,-1.050,0.447,-1.633,1.992
4.261904,-0.162,-0.086,-1.737,1.747
4.264421,0.018,-0.172,-1.704,1.713
4.266942,0.174,-0.238,-1.656,1.682
4.275621,0.303,-0.277,-1.580,1.633
4.279363,0.419,-0.106,-1.114,1.195
4.282118,0.328,0.031,-0.979,1.032
4.292333,0.186,0.202,-0.841,0.885
4.296970,-0.849,1.304,-0.225,1.572
4.299529,-1.048,1.490,-0.112,1.825
4.309188,-1.218,1.642,-0.006,2.045
4.312382,-1.634,1.942,0.378,2.566
4.314646,-1.672,1.953,0.463,2.612
4.325939,-1.683,1.941,0.538,2.625
4.329755,-1.441,1.638,0.803,2.324
4.332593,-1.348,1.548,0.823,2.212
4.342425,-1.248,1.453,0.832,2.088
4.345119,-0.824,1.051,0.730,1.522
4.350031,-0.737,0.944,0.673,1.374
4.350220,-0.661,0.840,0.602,1.227
4.363512,-0.600,0.737,0.532,1.089
4.367161,-0.469,0.332,0.174,0.601
4.383650,-0.469,0.262,0.060,0.541
4.386467,-0.516,0.550,-0.150,0.769
4.390489,-0.562,0.761,-0.191,0.965
4.392579,-0.592,0.875,-0.203,1.076
4.395305,-0.627,0.986,-0.217,1.188
4.397655,-0.666,1.087,-0.232,1.296
4.400165,-0.708,1.181,-0.243,1.398
4.405314,-0.754,1.265,-0.254,1.494
4.405517,-0.805,1.332,-0.266,1.579
4.407973,-0.852,1.377,-0.273,1.642
4.410133,-0.903,1.407,-0.281,1.695
4.412855,-0.949,1.415,-0.287,1.728
4.415288,-0.991,1.404,-0.291,1.743
4.423000,-1.033,1.376,-0.298,1.746
4.425543,-1.115,1.182,-0.298,1.652
4.430503,-1.146,0.994,-0.299,1.546
4.433212,-1.158,0.894,-0.300,1.493
4.441442,-1.163,0.790,-0.298,1.437
4.445547,-1.196,0.410,-0.301,1.299
4.447876,-1.213,0.344,-0.304,1.297
4.458522,-1.228,0.300,-0.308,1.301
4.462913,-1.339,0.298,-0.361,1.418
4.465634,-1.358,0.332,-0.379,1.448
4.475021,-1.381,0.376,-0.398,1.486
4.478076,-1.446,0.568,-0.477,1.625
4.480638,-1.455,0.615,-0.489,1.653
4.483630,-1.463,0.661,-0.496,1.681
4.491637,-1.468,0.709,-0.504,1.707
4.495784,-1.459,0.893,-0.518,1.788
4.498467,-1.450,0.927,-0.523,1.799
4.512470,-1.434,0.963,-0.525,1.805
4.516240,-1.335,0.988,-0.560,1.753
4.526060,-1.314,0.970,-0.574,1.731
4.528608,-1.198,0.886,-0.643,1.623
4.531057,-1.155,0.882,-0.665,1.598
4.542654,-1.109,0.881,-0.688,1.574
4.546441,-0.803,0.958,-0.774,1.470
4.549159,-0.730,1.000,-0.772,1.459
4.559433,-0.654,1.047,-0.766,1.453
4.564091,-0.362,1.304,-0.658,1.505
4.566572,-0.312,1.348,-0.616,1.515
4.576181,-0.269,1.394,-0.575,1.532
4.579091,-0.159,1.535,-0.447,1.606
4.581743,-0.125,1.545,-0.415,1.605
4.593029,-0.097,1.537,-0.390,1.589
4.596910,-0.017,1.365,-0.282,1.394
4.599254,-0.006,1.314,-0.256,1.339
4.609916,0.004,1.267,-0.230,1.288
4.614561,0.007,1.037,-0.085,1.041
4.617224,0.011,0.992,-0.055,0.994
4.626928,0.024,0.945,-0.021,0.946
4.629402,0.135,0.700,0.080,0.718
4.632006,0.191,0.615,0.101,0.652
4.644542,0.249,0.529,0.120,0.597
4.647115,0.448,0.116,0.167,0.492
